word,meaning,mnemonic,image,video,example,synonyms,antonyms,difficulty,category,setIds
elude,escape understanding,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Even a basic understanding of physics can elude most high schools students.,,,medium,academic,gre
gaffe,a socially awkward or tactless act,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In a famous gaffe, Vice President Quayle attempted to correct the spelling of a grade school student, only to find that the child was correct.",,,medium,academic,gre
iconoclast,somebody who attacks cherished beliefs or institutions,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Lady Gaga, in challenging what it means to be clothed, is an iconoclast for wearing a ""meat dress"" to a prominent awards show.",,,medium,academic,gre
snub,refuse to acknowledge; reject outright and bluntly,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Wheeler was completely qualified for the committee, but the board snubbed him, choosing an obviously lesser qualified candidate instead.",,,medium,academic,gre
sanction,give authority or permission to,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The authorities have sanctioned the use of the wilderness reserve for public use; many expect to see hikers and campers enjoying the park in the coming months.,,,medium,academic,gre
circumscribe,restrict or confine,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Their tour of South America was circumscribed so that they saw only popular destinations and avoided the dangerous parts of cities.,,,medium,academic,gre
circumvent,cleverly find a way out of one's duties or obligations,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,One way of circumventing the GRE is to apply to a grad school that does not require GRE scores.,,,medium,academic,gre
aberrant,markedly different from an accepted norm,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When the financial director started screaming and throwing food at his co-workers, the police had to come in to deal with his aberrant behavior.",,,medium,academic,gre
feckless,lazy and irresponsible,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Two years after graduation, Charlie still lived with his parents and had no job, becoming more feckless with each passing day.",,,medium,academic,gre
soporific,inducing mental lethargy; sleep inducing,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although the professor is brilliant, his bland monotone gives his lectures a soporific effect.",,,medium,academic,gre
dolorous,showing sorrow,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Chopin's ballades are filled with sharp changes in moods--a dolorous melody can give way to a lighthearted tempo.,,,medium,academic,gre
debunk,"expose as false ideas and claims, especially while ridiculing",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Richard Dawkins tries to debunk religious belief, but his ridicule tends to push people away from his points rather than convince them.",,,medium,academic,gre
exhort,to strongly urge on; encourage,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Nelson’s parents exhorted him to study medicine, urging him to choose a respectable profession; intransigent, Nelson left home to become a graffiti artist.",,,medium,academic,gre
anathema,a detested person; the source of somebody's hate,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Hundreds of years ago, Galileo was anathema to the church; today the church is anathema to some on the left side of the political spectrum.",,,medium,academic,gre
rustic,characteristic of rural life; awkwardly simple and provincial,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The vacation cabin had no electricity and no indoor plumbing, but despite these inconveniences, Nigel adored its rustic charm.",,,medium,academic,gre
coalesce,fuse or cause to grow together,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Over time, the various tribes coalesced into a single common culture with one universal language.",,,medium,academic,gre
panacea,hypothetical remedy for all ills or diseases; a universal solution,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While the company credit card has made most large purchases easier, it is no panacea: some smaller basic transactions still must be conducted in cash.",,,medium,academic,gre
contrite,to be remorseful,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Though he stole his little sister’s licorice stick with malevolent glee, Chucky soon became contrite when his sister wouldn't stop crying.",,,medium,academic,gre
phantasmagorical,illusive; unreal,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Those suffering from malaria fall into a feverish sleep, their world a whirligig of phantasmagoria; if they recover, they are unsure of what actually took place and what was simply a product of their febrile imaginations.",,,medium,academic,gre
raft,a large number of something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Despite a raft of city ordinances passed by an overzealous council, noise pollution continued unabated in the megalopolis.",,,medium,academic,gre
start,to suddenly move in a particular direction,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"All alone in the mansion, Henrietta started when she heard a sound.",,,medium,academic,gre
hegemony,dominance over a certain area,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Until the Spanish Armada was defeated in 1587, Spain had hegemony over the seas, controlling waters stretching as far as the Americas.",,,medium,academic,gre
betray,"to reveal or make known something, usually unintentionally",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"With the gold medal at stake, the gymnast awaited his turn, his quivering lip betraying his intense emotions.",,,medium,academic,gre
inchoate,only partly in existence; imperfectly formed,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Inchoate ideas about the relation of humans to other animals had been discussed since the Middle Ages but the modern theory really began with Darwin.,,,medium,academic,gre
credulity,tendency to believe readily,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Virginia's wide-eyed credulity as a five-year old was replaced by suspicion after she learned that Santa Claus didn't really exist.,,,medium,academic,gre
engender,give rise to,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The restrictions of the Treaty of Versailles were so severe that they engendered deep hatred and resentment in the German people.,,,medium,academic,gre
afford,provide with an opportunity,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The summit of Mt. Kilimanjaro affords a panoramic view that encompasses both Tanzania and Kenya.,,,medium,academic,gre
mesmerize,to spellbind or enthrall,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The plot and the characters were so well developed that many viewers were mesmerized, unable to move their eyes from the screen for even a single second.",,,medium,academic,gre
lacerate,deeply hurt the feelings of; distress,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The teacher was fired for lacerating a student who wrote a poor essay.,,,medium,academic,gre
ascribe,attribute or credit to,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"History ascribes The Odyssey and The Iliad to Homer, but scholars now debate whether he was a historical figure or a fictitious name.",,,medium,academic,gre
flag,"droop, sink, or settle from or as if from pressure or loss of tautness; become less intense",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After the three crushing defeats in the last three games, the team's enthusiasm began to flag.",,,medium,academic,gre
transient,lasting a very short time,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The unpredictable and transient nature of deja vu makes it a very difficult phenomenon to study properly.,,,medium,academic,gre
degrade,"reduce in worth or character, usually verbally",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Jesse had mockingly pointed out all of Nancy's faults in front of their friends, publicly degrading the poor girl.",,,medium,academic,gre
qualm,uneasiness about the fitness of an action,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While he could articulate no clear reason why Harkner's plan would fail, he nevertheless felt qualms about committing any resources to it.",,,medium,academic,gre
